product_id,neg,neu,pos,compound
B0B3NDPCS9,0.021,0.792,0.188,0.9995
B09VGKFM7Y,0.093,0.705,0.203,0.3612
B07QCWY5XV,0.017,0.874,0.109,0.9266
B098QXR9X2,0.044,0.848,0.108,0.9489
B07H1S7XW8,0.011,0.835,0.153,0.9495
B0BNXFDTZ2,0.042,0.818,0.14,0.9906
B088ZFJY82,0.0,0.682,0.318,0.984
B0B4F4QZ1H,0.038,0.797,0.165,0.9973
B09BCNQ9R2,0.032,0.83,0.138,0.8792
B0B9BD2YL4,0.054,0.708,0.239,0.9971
B01J0XWYKQ,0.07,0.776,0.154,0.9981
B09CTRPSJR,0.011,0.79,0.198,0.9829
B0B72BSW7K,0.077,0.707,0.216,0.988
B07XCM6T4N,0.026,0.817,0.157,0.8817
B07T5DKR5D,0.05,0.739,0.211,0.985
B07JQKQ91F,0.018,0.704,0.278,0.9991
B08W56G1K9,0.021,0.792,0.187,0.9764
B01L8ZNWN2,0.053,0.836,0.111,0.9952
B009VCGPSY,0.015,0.806,0.179,0.9627
B0B296NTFV,0.018,0.744,0.238,0.9949
B07TCN5VR9,0.032,0.81,0.158,0.9956
B00ZYLMQH0,0.095,0.796,0.109,0.381
B01HJI0FS2,0.11,0.816,0.073,-0.838
B076B8G5D8,0.081,0.799,0.12,0.9941
B014SZO90Y,0.0,0.744,0.256,0.9477
B07KCMR8D6,0.0,0.652,0.348,0.9735
B00N1U9AJS,0.0,0.806,0.194,0.8703
B07KY3FNQP,0.045,0.834,0.121,0.9983
B07QZ3CZ48,0.108,0.647,0.245,0.9464
B09T3H12GV,0.039,0.824,0.137,0.9735
B08ZJDWTJ1,0.0,0.792,0.208,0.6757
B08FTFXNNB,0.098,0.746,0.156,0.8687
B08YDFX7Y1,0.083,0.72,0.197,0.9668
B087FXHB6J,0.008,0.908,0.084,0.926
B07N42JB4S,0.009,0.69,0.301,0.9945
B0B31BYXQQ,0.013,0.751,0.236,0.9837
B07SLMR1K6,0.014,0.79,0.196,0.9923
B0846D5CBP,0.045,0.613,0.342,0.9842
B00KXULGJQ,0.029,0.73,0.241,0.9961
B08LPJZSSW,0.019,0.831,0.15,0.9912
B08CYPB15D,0.041,0.757,0.202,0.8559
B00MFPCY5C,0.018,0.781,0.201,0.9647
B07JJFSG2B,0.0,0.828,0.172,0.926
B09NR6G588,0.095,0.779,0.126,0.9192
B07JPX9CR7,0.045,0.806,0.15,0.8977
B08D11DZ2W,0.064,0.806,0.13,0.998
B07Q7561HD,0.0,0.921,0.079,0.3384
B0819HZPXL,0.058,0.71,0.232,0.9941
B00LXTFMRS,0.0,0.715,0.285,0.994
B0B9LDCX89,0.011,0.701,0.288,0.9882
B0765B3TH7,0.028,0.7,0.272,0.9633
B0B1F6GQPS,0.079,0.735,0.185,0.9569
B00AXHBBXU,0.0,0.779,0.221,0.8032
B08MCD9JFY,0.062,0.694,0.244,0.9754
B083RCTXLL,0.079,0.847,0.073,-0.2614
B08HLZ28QC,0.059,0.783,0.158,0.9973
B07GVR9TG7,0.033,0.802,0.165,0.9949
B0856HY85J,0.067,0.766,0.166,0.9954
B07PLHTTB4,0.023,0.781,0.196,0.8005
B077T3BG5L,0.023,0.809,0.168,0.9661
B079Y6JZC8,0.053,0.7,0.247,0.9734
B0856HNMR7,0.111,0.672,0.217,0.9204
B0B12K5BPM,0.08,0.726,0.194,0.9686
B00LVMTA2A,0.0,0.741,0.259,0.8591
B07TR5HSR9,0.037,0.774,0.189,0.9926
B0819ZZK5K,0.024,0.85,0.125,0.9959
B08QJJCY2Q,0.012,0.84,0.148,0.9446
B07L5L4GTB,0.031,0.783,0.186,0.984
B07L8KNP5F,0.068,0.763,0.169,0.998
B08CF4SCNP,0.079,0.793,0.128,0.4588
B09XX51X2G,0.045,0.859,0.096,0.6576
B01M72LILF,0.047,0.866,0.087,0.8062
B00LZLQ624,0.049,0.826,0.125,0.9748
B09GB5B4BK,0.083,0.787,0.13,0.7249
B015ZXUDD0,0.061,0.836,0.103,0.8656
B09PL79D2X,0.087,0.73,0.183,0.9973
B098K3H92Z,0.035,0.884,0.081,0.9983
B084PJSSQ1,0.028,0.852,0.121,0.9778
B097C564GC,0.028,0.92,0.052,0.1416
B08CYNJ5KY,0.022,0.803,0.175,0.8244
B00Y4ORQ46,0.042,0.802,0.156,0.997
B074CWD7MS,0.016,0.793,0.191,0.9962
B00UGZWM2I,0.024,0.806,0.171,0.9721
B00R1P3B4O,0.126,0.655,0.219,0.2687
B09DG9VNWB,0.029,0.846,0.125,0.9918
B09Y5MP7C4,0.064,0.724,0.212,0.9951
B01DJJVFPC,0.063,0.794,0.143,0.8117
B07DFYJRQV,0.04,0.82,0.14,0.8767
B08L879JSN,0.01,0.828,0.162,0.9748
B08TDJNM3G,0.105,0.772,0.123,0.3125
B06XSK3XL6,0.032,0.878,0.09,0.6996
B07YNTJ8ZM,0.051,0.864,0.085,0.9837
B07KR5P3YD,0.052,0.905,0.043,-0.2263
B08FB2LNSZ,0.161,0.695,0.144,-0.1973
B01IBRHE3E,0.022,0.804,0.175,0.9441
B07XLML2YS,0.034,0.776,0.19,0.9959
B086WMSCN3,0.093,0.799,0.107,0.7348
B003B00484,0.016,0.782,0.202,0.9879
B003L62T7W,0.0,0.794,0.206,0.9614
B09P18XVW6,0.05,0.731,0.22,0.9815
B00LZLPYHW,0.0,0.811,0.189,0.9666
B00NNQMYNE,0.01,0.786,0.204,0.9781
B0B217Z5VK,0.018,0.756,0.226,0.9817
B07B88KQZ8,0.048,0.75,0.201,0.9945
B07Z3K96FR,0.028,0.672,0.3,0.99
B0756CLQWL,0.044,0.685,0.272,0.9978
B004IO5BMQ,0.05,0.771,0.179,0.9944
B01N4EV2TL,0.077,0.783,0.141,0.8963
B08MZQBFLN,0.049,0.721,0.23,0.9001
B0752LL57V,0.051,0.768,0.181,0.7958
B09Z28BQZT,0.063,0.802,0.135,0.9466
B094DQWV9B,0.019,0.855,0.125,0.9535
B0BBMPH39N,0.059,0.77,0.171,0.9482
B097JQ1J5G,0.145,0.746,0.109,-0.8677
B07YY1BY5B,0.0,0.676,0.324,0.8995
B08VRMK55F,0.045,0.844,0.111,0.9809
B08CHZ3ZQ7,0.04,0.716,0.245,0.9989
B08SCCG9D4,0.03,0.84,0.129,0.8619
B0972BQ2RS,0.017,0.788,0.195,0.9851
B00ZRBWPA0,0.0,0.648,0.352,0.8271
B0B2DD66GS,0.084,0.814,0.103,0.2389
B09M869Z5V,0.043,0.879,0.079,0.9189
B07W6VWZ8C,0.03,0.716,0.254,0.9868
B07Z1X6VFC,0.0,0.798,0.202,0.9721
B07YL54NVJ,0.0,0.829,0.171,0.9708
B0759QMF85,0.038,0.812,0.15,0.9981
B00LM4X0KU,0.018,0.79,0.192,0.9468
B08PFSZ7FH,0.105,0.707,0.188,0.9093
B012MQS060,0.038,0.863,0.099,0.9744
B00LHZWD0C,0.081,0.786,0.132,0.9046
B08QDPB1SL,0.033,0.844,0.122,0.7269
B07BRKK9JQ,0.075,0.732,0.193,0.9834
B01EZ0X3L8,0.096,0.786,0.119,0.649
B00LM4W1N2,0.0,0.71,0.29,0.9827
B08YD264ZS,0.027,0.705,0.268,0.9983
B00GZLB57U,0.0,0.645,0.355,0.9383
B07V82W5CN,0.147,0.752,0.101,-0.7564
B08HD7JQHX,0.048,0.74,0.211,0.9845
B0B31FR4Y2,0.02,0.741,0.238,0.9964
B09Y14JLP3,0.0,0.683,0.317,0.936
B09ZHCJDP1,0.006,0.796,0.198,0.9935
B08C4Z69LN,0.052,0.811,0.137,0.994
B016XVRKZM,0.047,0.889,0.063,0.9788
B00LHZW3XY,0.03,0.683,0.288,0.9825
B098JYT4SY,0.037,0.693,0.27,0.9298
B08CFCK6CW,0.038,0.876,0.086,0.7308
B09P564ZTJ,0.056,0.704,0.24,0.9953
B07MSLTW8Z,0.067,0.869,0.064,0.1823
B09N6TTHT6,0.066,0.777,0.158,0.7933
B098R25TGC,0.066,0.808,0.126,0.9976
B0B2PQL5N3,0.023,0.734,0.242,0.9926
B07DKZCZ89,0.026,0.646,0.328,0.9962
B08GYG6T12,0.153,0.641,0.206,0.5574
B09BN2NPBD,0.065,0.804,0.131,0.8839
B00J4YG0PC,0.031,0.613,0.356,0.9915
B073BRXPZX,0.013,0.751,0.236,0.9949
B08LHTJTBB,0.019,0.812,0.169,0.9968
B07VTFN6HM,0.05,0.804,0.146,0.9956
B008QS9J6Y,0.02,0.792,0.188,0.9964
B09M8888DM,0.059,0.839,0.102,0.959
B07Z1YVP72,0.0,0.685,0.315,0.9834
B082FTPRSK,0.049,0.765,0.186,0.9938
B09RF2QXGX,0.017,0.824,0.159,0.9675
B01KK0HU3Y,0.068,0.771,0.162,0.9243
B07JF9B592,0.028,0.822,0.15,0.998
B086394NY5,0.011,0.798,0.191,0.9716
B017PDR9N0,0.033,0.635,0.331,0.9569
B07NC12T2R,0.04,0.808,0.152,0.9989
B07WKBD37W,0.035,0.834,0.131,0.7906
B08JMC1988,0.019,0.787,0.193,0.9682
B09GFN8WZL,0.024,0.844,0.131,0.7554
B095X38CJS,0.0,0.825,0.175,0.9359
B07ZKD8T1Q,0.058,0.847,0.095,0.9331
B07G3YNLJB,0.035,0.834,0.131,0.9929
B00P93X2H6,0.0,0.791,0.209,0.9081
B0798PJPCL,0.012,0.788,0.2,0.9977
B09GFWJDY1,0.035,0.742,0.223,0.9871
B09MZ6WZ6V,0.057,0.713,0.23,0.9866
B094QZLJQ6,0.019,0.855,0.126,0.697
B07L3NDN24,0.089,0.727,0.183,0.8688
B08WD18LJZ,0.008,0.714,0.277,0.9931
B06XDKWLJH,0.019,0.85,0.131,0.9613
B01J1CFO5I,0.056,0.754,0.19,0.9537
B07J2NGB69,0.087,0.795,0.118,0.2834
B00MUTWLW4,0.04,0.815,0.145,0.9956
B017NC2IPM,0.054,0.805,0.142,0.9761
B00N1U7JXM,0.053,0.822,0.125,0.5574
B08HQL67D6,0.0,0.76,0.24,0.9397
B09RKFBCV7,0.151,0.752,0.097,-0.9273
B08KHM9VBJ,0.132,0.787,0.081,-0.8254
B01IOZUHRS,0.034,0.92,0.045,0.1779
B00CEQEGPI,0.065,0.784,0.151,0.9986
B08B6XWQ1C,0.059,0.64,0.301,0.9912
B01DGVKBC6,0.047,0.739,0.214,0.9106
B08JD36C6H,0.0,0.883,0.117,0.9172
B00E3DVQFS,0.095,0.795,0.11,0.4127
B00BN5SNF0,0.072,0.864,0.065,-0.1774
B09SGGRKV8,0.063,0.706,0.232,0.9883
B084BR3QX8,0.158,0.708,0.134,-0.4939
B09VC2D2WG,0.029,0.764,0.207,0.9893
B09163Q5CD,0.044,0.865,0.091,0.9587
B08K9PX15C,0.0,0.785,0.215,0.9848
B083RD1J99,0.0,0.744,0.256,0.9962
B09Z7YGV3R,0.032,0.755,0.213,0.9861
B00N3XLDW0,0.083,0.873,0.044,-0.81
B07Z53L5QL,0.038,0.707,0.255,0.9954
B00P93X0VO,0.008,0.823,0.17,0.9672
B07SBGFDX9,0.046,0.867,0.087,0.3716
B07X2L5Z8C,0.027,0.742,0.23,0.9933
B00VA7YYUO,0.0,0.686,0.314,0.9294
B07L9FW9GF,0.0,0.826,0.174,0.9623
B08D64C9FN,0.015,0.682,0.304,0.9992
B00LOD70SC,0.0,0.672,0.328,0.9883
B09X76VL5L,0.062,0.853,0.085,0.5379
B091JF2TFD,0.074,0.736,0.19,0.9777
B07S7DCJKS,0.0,0.849,0.151,0.6908
B09NC2TY11,0.0,0.827,0.173,0.8518
B0BDS8MY8J,0.095,0.716,0.188,0.9837
B09YV575RK,0.047,0.845,0.108,0.8135
B08LW31NQ6,0.0,0.611,0.389,0.9928
B09ND94ZRG,0.088,0.805,0.107,0.9448
B00P93X6EK,0.0,0.824,0.176,0.9781
B0994GP1CX,0.024,0.77,0.205,0.93
B07H8W9PB6,0.026,0.771,0.203,0.9505
B09NNHFSSF,0.0,0.649,0.351,0.9611
B08D9NDZ1Y,0.049,0.875,0.077,0.9559
B0085IATT6,0.047,0.848,0.105,0.7767
B08WJ86PV2,0.024,0.818,0.158,0.9714
B078HRR1XV,0.063,0.715,0.222,0.9866
B09P22HXH6,0.0,0.774,0.226,0.9962
B00LM4X3XE,0.0,0.736,0.264,0.9891
B09YLFHFDW,0.068,0.806,0.126,0.9972
B07YWS9SP9,0.016,0.868,0.117,0.983
B08WLY8V9S,0.024,0.685,0.291,0.9967
B0873L7J6X,0.077,0.8,0.122,0.9874
B07YNHCW6N,0.055,0.804,0.142,0.8209
B01MQ2A86A,0.028,0.73,0.242,0.9944
B00KIE28X0,0.0,0.578,0.422,0.8591
B0BHYJ8CVF,0.037,0.819,0.144,0.9894
B0BCVJ3PVP,0.0,0.8,0.2,0.9771
B0B2931FCV,0.039,0.768,0.193,0.9818
B09TMZ1MF8,0.058,0.669,0.273,0.9909
B07VV37FT4,0.035,0.869,0.096,0.5423
B07JB2Y4SR,0.19,0.657,0.153,-0.5688
B08KRMK9LZ,0.045,0.769,0.186,0.9755
B08LT9BMPP,0.056,0.748,0.197,0.9964
B0814ZY6FP,0.12,0.725,0.155,0.8894
B09F3PDDRF,0.032,0.809,0.158,0.9923
B07X963JNS,0.129,0.769,0.103,-0.4467
B09LD3116F,0.042,0.834,0.123,0.9822
B08Y5QJTVK,0.026,0.858,0.115,0.8715
B00LY1FN1K,0.0,0.79,0.21,0.91
B07DJ5KYDZ,0.061,0.82,0.119,0.8682
B009LJ2BXA,0.15,0.683,0.168,0.7204
B09BVCVTBC,0.031,0.769,0.199,0.9983
B07SY4C3TD,0.05,0.775,0.175,0.9601
B094JB13XL,0.071,0.828,0.102,0.8573
B08CRRQK6Z,0.019,0.793,0.188,0.9975
B08MTLLSL8,0.0,0.738,0.262,0.9748
B08Y57TPDM,0.0,0.919,0.081,0.7687
B09CYTJV3N,0.078,0.798,0.124,0.9842
B07GLNJC25,0.05,0.783,0.167,0.8336
B08FY4FG5X,0.034,0.779,0.187,0.9992
B07TMCXRFV,0.082,0.751,0.167,0.9823
B00LZPQVMK,0.094,0.789,0.117,0.4215
B08X77LM8C,0.026,0.724,0.25,0.9912
B01EJ5MM5M,0.058,0.872,0.071,0.5756
B08J82K4GX,0.072,0.78,0.147,0.9949
B07Z1Z77ZZ,0.111,0.744,0.146,0.7767
B00DJ5N9VK,0.022,0.794,0.184,0.9867
B08FGNPQ9X,0.08,0.769,0.151,0.9943
B07NTKGW45,0.017,0.916,0.067,0.8371
B08J4PL1Z3,0.085,0.821,0.094,0.791
B07XJWTYM2,0.042,0.759,0.199,0.9999
B09939XJX8,0.03,0.571,0.4,0.984
B09MDCZJXS,0.036,0.588,0.377,0.9962
B08CTQP51L,0.073,0.717,0.209,0.9771
B0BG62HMDJ,0.041,0.576,0.383,0.978
B08GTYFC37,0.047,0.888,0.065,0.421
B08SBH499M,0.057,0.699,0.244,0.9575
B08FYB5HHK,0.053,0.791,0.156,0.9919
B0B5GJRTHB,0.134,0.741,0.125,0.3841
B09GBBJV72,0.014,0.791,0.195,0.9885
B07P434WJY,0.043,0.698,0.258,0.985
B07T9FV9YP,0.058,0.801,0.141,0.9892
B08WKFSN84,0.073,0.622,0.305,0.9895
B09TBCVJS3,0.04,0.811,0.149,0.9991
B08TR61BVK,0.025,0.735,0.24,0.9972
B0B2CPVXHX,0.162,0.686,0.152,-0.2942
B08XNL93PL,0.061,0.803,0.137,0.9796
B088GXTJM3,0.03,0.715,0.255,0.9776
B099S26HWG,0.0,1.0,0.0,0.0
B08461VC1Z,0.0,0.763,0.237,0.9959
B00K32PEW4,0.07,0.93,0.0,-0.2755
B07LFWP97N,0.027,0.705,0.268,0.991
B0746N6WML,0.0,0.677,0.323,0.936
B07W9KYT62,0.034,0.854,0.112,0.9982
B08D9MNH4B,0.057,0.878,0.065,0.3244
B09MKG4ZCM,0.074,0.838,0.088,0.3887
B07RZZ1QSW,0.061,0.719,0.221,0.9822
B07222HQKP,0.024,0.811,0.165,0.9881
B00NFD0ETQ,0.048,0.768,0.184,0.996
B075DB1F13,0.1,0.782,0.118,0.7725
B0148NPH9I,0.044,0.806,0.15,0.9991
B01JOFKL0A,0.079,0.78,0.141,0.9909
B079S811J3,0.108,0.762,0.13,0.9747
B0083T231O,0.15,0.694,0.156,0.2393
B086PXQ2R4,0.108,0.77,0.122,-0.0344
B07L1N3TJX,0.054,0.804,0.143,0.9825
B07YFWVRCM,0.032,0.849,0.119,0.9813
B08TDJ5BVF,0.059,0.866,0.075,0.0757
B09XXZXQC1,0.046,0.822,0.132,0.9996
B083T5G5PM,0.068,0.777,0.155,0.9995
B0BHVPTM2C,0.025,0.691,0.284,0.9838
B01NBX5RSB,0.0,1.0,0.0,0.0
B08MWJTST6,0.063,0.806,0.131,0.8826
B07R99NBVB,0.045,0.782,0.173,0.9928
B00LY12TH6,0.013,0.813,0.174,0.9347
B08497Z1MQ,0.102,0.699,0.199,0.8875
B07KNM95JK,0.0,0.855,0.145,0.3716
B09Q3M3WLJ,0.023,0.939,0.038,-0.0387
B09B9SPC7F,0.0,0.853,0.147,0.8478
B099SD8PRP,0.047,0.667,0.286,0.9803
B00S2SEV7K,0.053,0.784,0.164,0.991
B08WKCTFF3,0.019,0.831,0.149,0.9842
B08498D67S,0.075,0.813,0.112,0.9338
B00C3GBCIS,0.047,0.785,0.169,0.9267
B00URH5E34,0.04,0.753,0.207,0.7369
B00EYW1U68,0.058,0.824,0.118,0.9846
B08SMJT55F,0.094,0.752,0.154,0.9415
B08Y7MXFMK,0.085,0.768,0.147,0.9771
B086Q3QMFS,0.029,0.653,0.318,0.9707
B08498H13H,0.032,0.74,0.228,0.9972
B07LFQLKFZ,0.035,0.765,0.199,0.9652
B00LY17RHI,0.037,0.777,0.185,0.9998
B07W14CHV8,0.103,0.786,0.111,0.3206
B09F5Z694W,0.045,0.881,0.074,0.9784
B0B25LQQPC,0.034,0.832,0.134,0.9941
B01LYLJ99X,0.022,0.764,0.214,0.9332
B014SZPBM4,0.0,0.882,0.118,0.921
B08CZHGHKH,0.0,0.784,0.216,0.9859
B0B2RBP83P,0.061,0.83,0.109,0.9144
B078W65FJ7,0.083,0.752,0.165,0.9813
B08S74GTBT,0.03,0.883,0.088,0.9767
B07QMRHWJD,0.013,0.748,0.239,0.9942
B07W7Z6DVL,0.037,0.784,0.179,0.8875
B00H47GVGY,0.0,0.758,0.242,0.9393
B07VX71FZP,0.0,0.646,0.354,0.9477
B07NCKMXVZ,0.08,0.741,0.178,0.9597
B0B61DSF17,0.021,0.854,0.125,0.8603
B07VQGVL68,0.105,0.757,0.137,0.4019
B07VNFP3C2,0.119,0.781,0.1,-0.4497
B00LUGTJGO,0.0,0.935,0.065,0.2732
B01MQZ7J8K,0.081,0.601,0.317,0.9473
B01GFTEV5Y,0.0,0.963,0.037,0.4939
B00NW4UWN6,0.074,0.779,0.146,0.956
B01NCVJMKX,0.076,0.744,0.179,0.9973
B00O24PUO6,0.081,0.793,0.126,0.5913
B07GXPDLYQ,0.091,0.72,0.189,0.9396
B01C8P29N0,0.153,0.65,0.198,0.7317
B08KDBLMQP,0.0,0.889,0.111,0.9412
B078JDNZJ8,0.032,0.782,0.187,0.9941
B01M5F614J,0.103,0.836,0.061,-0.8605
B083GKDRKR,0.01,0.834,0.156,0.9638
B097R2V1W8,0.054,0.784,0.162,0.9216
B07YR26BJ3,0.026,0.731,0.243,0.9829
B097R45BH8,0.031,0.763,0.206,0.9789
B09X5C9VLK,0.0,0.733,0.267,0.962
B01C8P29T4,0.062,0.736,0.202,0.9315
B00HVXS7WC,0.124,0.567,0.309,0.9286
B096YCN3SD,0.0,0.703,0.297,0.9538
B09LQH3SD9,0.031,0.797,0.172,0.9182
B09KNMLH4Y,0.063,0.792,0.145,0.9311
B00ABMASXG,0.045,0.859,0.096,0.6974
B07QDSN9V6,0.023,0.7,0.277,0.9823
B00YMJ0OI8,0.06,0.825,0.115,0.7615
B0B8XNPQPN,0.087,0.745,0.168,0.9727
B0814P4L98,0.0,0.591,0.409,0.9748
B008QTK47Q,0.051,0.819,0.13,0.9998
B088ZTJT2R,0.085,0.828,0.087,0.5014
B0BK1K598K,0.0,0.67,0.33,0.9843
B09Y5FZK9N,0.04,0.736,0.225,0.9889
B09J2SCVQT,0.033,0.776,0.192,0.9877
B00TDD0YM4,0.046,0.684,0.27,0.9773
B078KRFWQB,0.125,0.799,0.076,-0.7187
B07SRM58TP,0.075,0.73,0.195,0.9984
B00EDJJ7FS,0.083,0.781,0.136,0.9963
B0832W3B7Q,0.0,0.831,0.169,0.9231
B07WNK1FFN,0.059,0.8,0.141,0.9962
B009P2LK08,0.018,0.92,0.062,0.6486
B07DGD4Z4C,0.096,0.746,0.159,0.8857
B07GMFY9QM,0.0,0.702,0.298,0.9844
B0BGPN4GGH,0.0,0.682,0.318,0.91
B0B2DZ5S6R,0.05,0.736,0.215,0.8845
B07S851WX5,0.039,0.709,0.252,0.994
B01MY839VW,0.0,0.76,0.24,0.934
B09LV1CMGH,0.044,0.836,0.12,0.7918
B01EY310UM,0.0,0.675,0.325,0.9707
B09NL7LBWT,0.034,0.747,0.219,0.995
B008YW8M0G,0.035,0.706,0.259,0.9822
B097R3XH9R,0.0,0.955,0.045,0.5233
B08TM71L54,0.022,0.855,0.123,0.987
B0BPBXNQQT,0.02,0.602,0.378,0.9929
B00W56GLOQ,0.021,0.78,0.199,0.9976
B0883KDSXC,0.0,0.667,0.333,0.7906
B078V8R9BS,0.023,0.834,0.144,0.9212
B08GSQXLJ2,0.057,0.849,0.094,0.882
B01M5B0TPW,0.0,0.829,0.171,0.9905
B082KVTRW8,0.0,0.755,0.245,0.9062
B08CFJBZRK,0.038,0.736,0.226,0.9611
B07H3WDC4X,0.038,0.809,0.152,0.9858
B09ZTZ9N3Q,0.095,0.809,0.096,-0.4121
B083P71WKK,0.019,0.788,0.193,0.9386
B097R4D42G,0.029,0.766,0.205,0.9932
B07MKMFKPG,0.059,0.786,0.155,0.9993
B0949FPSFY,0.025,0.838,0.137,0.9865
B08F47T4X5,0.026,0.754,0.22,0.9679
B01M0505SJ,0.051,0.742,0.207,0.9072
B08D6RCM3Q,0.0,0.735,0.265,0.9743
B009P2LITG,0.0,0.775,0.225,0.9724
B00V9NHDI4,0.039,0.696,0.266,0.9841
B07WGPBXY9,0.0,0.721,0.279,0.9866
B00KRCBA6E,0.085,0.789,0.126,0.8687
B0B3X2BY3M,0.015,0.833,0.152,0.9553
B00F159RIK,0.0,0.685,0.315,0.9384
B08MV82R99,0.0,0.847,0.153,0.9285
B09VKWGZD7,0.083,0.801,0.116,0.9048
B009P2LK80,0.12,0.801,0.079,-0.9552
B00A7PLVU6,0.0,0.748,0.252,0.9418
B0B25DJ352,0.03,0.679,0.291,0.9915
B013B2WGT6,0.027,0.834,0.14,0.9683
B097RJ867P,0.0,0.651,0.349,0.9976
B091V8HK8Z,0.078,0.784,0.138,0.3374
B071VNHMX2,0.025,0.811,0.165,0.9517
B08MVSGXMY,0.067,0.861,0.071,0.3612
B00H0B29DI,0.07,0.807,0.123,0.9977
B01GZSQJPA,0.099,0.756,0.146,0.6641
B08VGFX2B6,0.058,0.826,0.116,0.7778
B09GYBZPHF,0.064,0.826,0.109,0.4497
B0B4KPCBSH,0.13,0.839,0.031,-0.9396
B09CGLY5CX,0.062,0.773,0.165,0.8294
B09JN37WBX,0.028,0.808,0.164,0.891
B01I1LDZGA,0.013,0.821,0.166,0.9763
B0BN2576GQ,0.0,0.707,0.293,0.904
B06XPYRWV5,0.066,0.78,0.154,0.7892
B01N1XVVLC,0.025,0.817,0.158,0.9954
B00O2R38C4,0.091,0.701,0.208,0.9462
B0B2CZTCL2,0.089,0.756,0.155,0.968
B00PVT30YI,0.034,0.79,0.176,0.964
B00SH18114,0.0,0.74,0.26,0.9889
B00E9G8KOY,0.023,0.851,0.126,0.7771
B00H3H03Q4,0.103,0.465,0.432,0.872
B0756K5DYZ,0.066,0.877,0.057,-0.1465
B0188KPKB2,0.036,0.802,0.162,0.8271
B091KNVNS9,0.076,0.836,0.089,0.2243
B075JJ5NQC,0.117,0.722,0.161,0.2023
B0B5KZ3C53,0.021,0.857,0.121,0.9649
B09NTHQRW3,0.105,0.736,0.159,0.9598
B008YW3CYM,0.049,0.769,0.182,0.9617
B07QHHCB27,0.024,0.841,0.135,0.9485
B0BMFD94VD,0.0,0.756,0.244,0.8246
B00HZIOGXW,0.061,0.842,0.097,0.708
B09CKSYBLR,0.037,0.688,0.275,0.9776
B072J83V9W,0.027,0.81,0.163,0.9995
B09MTLG4TP,0.022,0.747,0.231,0.9868
B097XJQZ8H,0.046,0.706,0.249,0.9967
B00935MD1C,0.086,0.833,0.081,-0.0516
B0BR4F878Q,0.0,0.53,0.47,0.9349
B0B3G5XZN5,0.061,0.824,0.115,0.9336
B07WKB69RS,0.013,0.874,0.114,0.9479
B09DL9978Y,0.06,0.859,0.081,0.3437
B06XMZV7RH,0.156,0.681,0.163,-0.115
B09WMTJPG7,0.037,0.843,0.121,0.9764
B09ZK6THRR,0.0,0.802,0.198,0.685
B07MP21WJD,0.016,0.677,0.308,0.9714
B09XB1R2F3,0.058,0.781,0.161,0.9503
B08Y5QJXSR,0.042,0.836,0.123,0.7005
B07WJXCTG9,0.0,0.973,0.027,0.2838
B09NBZ36F7,0.09,0.808,0.102,0.1154
B0912WJ87V,0.097,0.699,0.204,0.9761
B0BMTZ4T1D,0.017,0.774,0.209,0.9571
B07Z51CGGH,0.009,0.77,0.221,0.9778
B0BDG6QDYD,0.019,0.806,0.175,0.886
B00YQLG7GK,0.017,0.636,0.347,0.9857
B00SMJPA9C,0.0,0.937,0.063,0.4754
B0B9RN5X8B,0.0,0.802,0.198,0.8442
B08QW937WV,0.0,0.697,0.303,0.9166
B0B4PPD89B,0.065,0.828,0.107,0.5082
B08GM5S4CQ,0.049,0.815,0.137,0.9746
B00NM6MO26,0.069,0.797,0.134,0.7912
B083M7WPZD,0.081,0.746,0.173,0.4939
B07GLSKXS1,0.0,0.821,0.179,0.8504
B09F6KL23R,0.078,0.659,0.263,0.9549
B094G9L9LT,0.13,0.838,0.032,-0.9019
B09FZ89DK6,0.045,0.723,0.232,0.9941
B0811VCGL5,0.032,0.84,0.128,0.9977
B07FXLC2G2,0.0,0.939,0.061,0.6542
B01LYU3BZF,0.05,0.689,0.261,0.9844
B083RC4WFJ,0.031,0.713,0.256,0.9728
B09SFRNKSR,0.0,0.737,0.263,0.989
B07NRTCDS5,0.048,0.757,0.194,0.9144
B07SPVMSC6,0.048,0.773,0.179,0.9601
B09H3BXWTK,0.11,0.737,0.153,0.8734
B0073QGKAS,0.022,0.794,0.184,0.9475
B08GJ57MKL,0.044,0.782,0.174,0.9977
B009DA69W6,0.054,0.77,0.176,0.8671
B099PR2GQJ,0.048,0.826,0.126,0.9001
B08G8H8DPL,0.042,0.69,0.268,0.9753
B08VGM3YMF,0.105,0.686,0.209,0.9227
B08TTRVWKY,0.024,0.668,0.308,0.9776
B07T4D9FNY,0.0,0.699,0.301,0.915
B07RX42D3D,0.06,0.844,0.096,0.1126
B08WRKSF9D,0.065,0.843,0.093,0.8834
B09R83SFYV,0.0,0.857,0.143,0.8844
B07989VV5K,0.065,0.778,0.157,0.7312
B07FL3WRX5,0.059,0.704,0.237,0.9969
B0BPCJM7TB,0.0,0.629,0.371,0.9926
B08H673XKN,0.074,0.693,0.233,0.9921
B07DXRGWDJ,0.043,0.856,0.1,0.9393
B08243SKCK,0.014,0.845,0.141,0.8872
B09SPTNG58,0.069,0.787,0.144,0.6249
B083J64CBB,0.028,0.898,0.074,0.5243
B08JV91JTK,0.0,0.804,0.196,0.9866
B0BQ3K23Y1,0.005,0.665,0.33,0.9995
